Timestamp,Milliseconds,X,Y,Z,act
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69081,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69082,1.1211361,0.05212307,-0.88590336,W
2019/10/18 9:02,69251,0.32295763,-0.11662483,-0.19614574,W
2019/10/18 9:02,69501,0.08420253,-0.033777237,-0.019946992,W
2019/10/18 9:02,69751,0.21497536,-0.1688261,-0.119968124,W
2019/10/18 9:02,70002,0.08234334,-0.123226166,-0.1410859,W
2019/10/18 9:02,70251,0.053813696,-0.11752319,-0.04904776,W
2019/10/18 9:02,70501,-0.009206772,0.091238976,0.29170102,W
2019/10/18 9:02,70751,0.38776278,-0.20384312,-0.584625,W
2019/10/18 9:02,71002,-0.28562665,-0.048081398,0.52393246,W
2019/10/18 9:02,71251,-0.205482,0.034460068,0.27722567,W
2019/10/18 9:02,71501,-0.182598,-0.063640594,0.27609617,W
2019/10/18 9:02,71751,-0.015801907,-0.09639835,0.015718743,W
2019/10/18 9:02,72002,0.23417687,-0.07503414,-0.07142916,W
2019/10/18 9:02,73082,0.28429866,0.008577347,-0.111379355,W
2019/10/18 9:02,73082,0.28429866,0.008577347,-0.111379355,W
2019/10/18 9:02,73082,0.28429866,0.008577347,-0.111379355,W
2019/10/18 9:02,73082,0.28429866,0.008577347,-0.111379355,W
2019/10/18 9:02,73251,0.17472005,0.022213936,0.057005815,W
2019/10/18 9:02,73502,0.004643917,-0.06704998,-0.114312515,W
2019/10/18 9:02,73751,0.026250124,-0.12319183,-0.06425419,W
2019/10/18 9:02,74001,-0.0710721,0.026248932,0.08775861,W
2019/10/18 9:02,74252,0.047629833,-0.17080975,-0.018654034,W
2019/10/18 9:02,74501,0.15377045,-0.0613451,-0.14103839,W
2019/10/18 9:02,74751,-0.14355326,-0.038004875,-0.12210244,W
2019/10/18 9:02,75002,0.1405971,-0.09889889,0.005489469,W
2019/10/18 9:02,75251,0.18969011,-0.083693504,0.06423333,W
2019/10/18 9:02,75502,0.14123392,-0.11370468,-0.08914411,W
2019/10/18 9:02,75751,0.057507515,-0.012925148,0.028031379,W
2019/10/18 9:02,76002,0.012621641,-0.06199169,-0.09036663,W
2019/10/18 9:02,76251,0.014370441,-0.06951046,-3.58E-04,W
2019/10/18 9:02,76501,0.033778906,-0.036873817,-0.011768401,W
2019/10/18 9:02,76751,0.05963373,-0.057308197,0.052572846,W
2019/10/18 9:02,77002,0.07373977,-0.068273544,-0.08165106,W
2019/10/18 9:02,77251,0.21971416,-0.040904045,0.19833982,W
2019/10/18 9:02,77501,0.031497955,-0.06779194,0.063069105,W
2019/10/18 9:02,77751,0.0742116,-0.087091446,-0.0376077,W
2019/10/18 9:02,78002,-0.029268742,-0.08716488,-0.03636062,W
2019/10/18 9:02,78251,0.07130623,-0.13563633,0.040346533,W
2019/10/18 9:02,78501,0.110880375,-0.09874153,-0.12272972,W
2019/10/18 9:02,78751,0.06991482,-0.08689785,-0.015248477,W
2019/10/18 9:02,79002,-0.06790614,-0.06848049,0.022791266,W
2019/10/18 9:02,79251,-0.031850338,-0.09098816,0.056075633,W
2019/10/18 9:02,79501,0.015030623,-0.13459682,-0.018367589,W
2019/10/18 9:02,79751,0.035042524,-0.07466602,0.077743456,W
2019/10/18 9:02,80002,-0.054903507,-0.112828255,-0.014275,W
2019/10/18 9:02,80251,-0.078326225,-0.124474525,-0.024137639,W
2019/10/18 9:02,80501,0.017804861,-0.061766624,-0.007647365,W
2019/10/18 9:02,80752,0.07623935,-0.11303806,0.022789061,W
2019/10/18 9:02,81002,0.052722216,-0.042015076,0.07347824,W
2019/10/18 9:02,81252,0.053251743,-0.11667824,0.07100423,W
2019/10/18 9:02,81502,0.010530233,-0.08543396,0.047360793,W
2019/10/18 9:02,81752,0.046125174,-0.07893276,0.11899562,W
2019/10/18 9:02,82001,0.06482792,-0.08699894,0.1075511,W
2019/10/18 9:02,82251,0.036818743,-0.0862627,-0.04951021,W
2019/10/18 9:02,82501,-0.014652967,-0.08906841,-0.03883697,W
2019/10/18 9:02,82752,-0.022163868,-0.07342243,0.042312518,W
2019/10/18 9:02,83002,0.002728701,-0.11822319,-0.04485607,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
